City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kindu,-2.95,25.95,20.3,99,93,0.79,CD,1682555232
363,sorong,-0.8833,131.25,27.98,73,80,1.34,ID,1682555232
364,blenheim,-41.516,173.9528,16.96,63,0,0.75,NZ,1682555232
365,rawson,-43.3002,-65.1023,14.91,61,11,4.72,AR,1682555232
366,pandan,14.0453,124.1694,27.17,82,77,4.78,PH,1682555233
367,tateyama,34.9833,139.8667,16.41,50,9,5.86,JP,1682555233
368,yaren,-0.5472,166.916,28.85,75,14,7.0,NR,1682555233
369,maracas,-13.4411,-40.4308,17.53,86,19,2.57,BR,1682555008
370,malango,-2.9627,119.9001,22.21,94,100,0.56,ID,1682555234
371,danane,7.2596,-8.155,21.42,90,100,1.57,CI,1682555234
372,ngawi,-7.4038,111.4461,25.5,88,98,0.97,ID,1682555234
373,starobesheve,47.7504,38.0305,10.74,83,74,3.86,UA,1682555234
374,cold lake,54.4502,-110.2017,12.97,35,75,3.6,CA,1682555074
375,san jose de jachal,-30.2406,-68.7469,19.87,40,0,0.94,AR,1682555235
376,queenstown,-31.8976,26.8753,15.41,44,45,2.69,ZA,1682555235
377,sisimiut,66.9395,-53.6735,-1.33,90,69,3.85,GL,1682555235
378,were ilu,10.6,39.4333,12.78,84,84,1.3,ET,1682555236
379,olonets,60.9847,32.9698,8.95,81,100,2.76,RU,1682555236
380,ixtapa,20.7,-105.2,25.68,78,100,4.63,MX,1682555236
381,tecoman,18.9167,-103.8833,27.87,50,79,3.15,MX,1682555237
382,thanh hoa,19.8,105.7667,22.62,78,89,1.26,VN,1682555237
383,jesteburg,53.3,9.9667,3.36,91,80,2.48,DE,1682555237
384,selfoss,63.9331,-20.9971,-1.09,96,100,3.3,IS,1682554958
385,jining,35.405,116.5814,16.12,61,5,7.0,CN,1682555012
386,ust-tsilma,65.441,52.1498,-3.27,95,99,2.08,RU,1682555238
387,smirnykh,49.75,142.8333,7.55,45,82,4.14,RU,1682555239
388,galle,6.0367,80.217,26.13,84,100,1.65,LK,1682554903
389,konarka,19.9,86.1167,27.22,86,66,4.32,IN,1682555240
390,vila franca do campo,37.7167,-25.4333,17.23,91,89,6.07,PT,1682555240
391,sarangani,5.4033,125.4636,28.73,75,54,7.82,PH,1682555240
392,callao,-12.0667,-77.15,27.07,65,0,6.69,PE,1682555102
393,hakui,36.8833,136.7833,16.81,72,50,2.5,JP,1682555241
394,sale,34.0389,-6.8166,22.58,94,45,3.6,MA,1682555242
395,patong,7.8961,98.2966,27.08,79,81,4.78,TH,1682555242
396,mogocha,53.7333,119.7667,2.79,46,51,1.58,RU,1682555243
397,dhidhdhoo,6.8833,73.1,28.84,74,41,3.03,MV,1682555244
398,santa isabel,-23.3156,-46.2214,20.61,96,100,1.25,BR,1682555244
399,belyy yar,53.6039,91.3903,-2.06,86,0,2.0,RU,1682555244
400,ouani,-12.1322,44.4258,26.85,79,54,5.02,KM,1682555245
401,castillos,-34.1667,-53.8333,17.02,97,24,3.89,UY,1682555245
402,nuku'alofa,-21.1333,-175.2,26.19,83,75,6.17,TO,1682555245
403,petropavlovsk-kamchatsky,53.0452,158.6483,6.33,39,0,2.0,RU,1682555245
404,lisala,2.15,21.5167,20.47,96,98,0.78,CD,1682555246
405,santana,-0.0583,-51.1817,24.1,100,100,1.03,BR,1682555246
406,yanbu,24.0891,38.0637,27.02,50,0,3.09,SA,1682555247
407,huoqiu chengguanzhen,32.3547,116.2939,17.08,64,56,4.16,CN,1682555247
408,collie,-33.3667,116.15,12.37,92,52,2.64,AU,1682555247
409,cannonvale,-20.2833,148.7,23.66,70,46,7.34,AU,1682555248
410,bereznik,62.8551,42.7072,2.57,97,100,3.4,RU,1682555248
411,hadibu,12.65,54.0333,27.47,74,5,0.99,YE,1682555206
412,puerto baquerizo moreno,-0.9,-89.6,25.93,77,19,3.55,EC,1682555249
413,nabire,-3.3667,135.4833,28.79,69,84,0.21,ID,1682555105
414,kailua-kona,19.6406,-155.9956,26.98,93,75,5.14,US,1682555207
415,ca mau,9.1769,105.15,28.31,76,38,4.11,VN,1682555250
416,starozhilovo,54.2254,39.916,8.66,87,7,3.72,RU,1682555250
417,tando muhammad khan,25.123,68.5358,24.63,63,0,5.63,PK,1682555250
418,znamenskoye,57.1281,73.8282,12.0,64,100,1.67,RU,1682555251
419,trubchevsk,52.5798,33.7644,11.09,87,98,2.44,RU,1682555251
420,harper,4.375,-7.7169,26.23,86,100,3.57,LR,1682555251
421,piti village,13.4626,144.6933,29.61,86,75,6.69,GU,1682555226
422,ta`u,-14.2336,-169.5144,28.26,71,43,3.76,AS,1682555252
423,howard springs,-12.497,131.047,29.93,82,78,5.03,AU,1682555252
424,pitkyaranta,61.5734,31.4792,7.09,84,100,2.68,RU,1682555252
425,fuyang,32.9,115.8167,16.94,65,44,3.96,CN,1682555253
426,hyesan,41.4017,128.1778,7.58,48,85,1.3,KP,1682555253
427,freetown,8.484,-13.2299,26.84,78,40,4.63,SL,1682555253
428,tauste,41.918,-1.2534,20.14,80,96,2.93,ES,1682555253
429,penafiel,41.2084,-8.2829,16.16,93,100,1.05,PT,1682555254
430,santa ana,33.7456,-117.8678,31.34,58,0,3.09,US,1682555254
431,kutum,14.2,24.6667,26.57,34,92,2.66,SD,1682555254
432,koundara,12.4833,-13.3,27.4,52,100,5.47,GN,1682555254
433,queensbury,53.7667,-1.9167,5.42,77,45,0.59,GB,1682555254
434,rundu,-17.9333,19.7667,20.7,38,58,1.93,NA,1682555255
435,kyakhta,50.3508,106.4494,-2.85,67,98,4.86,RU,1682555255
436,tulun,54.5611,100.5792,-0.28,45,90,3.41,RU,1682555255
437,quezon,7.7303,125.0989,27.2,73,83,2.11,PH,1682555255
438,tari,12.4086,4.4914,30.19,48,86,8.03,NG,1682555256
439,quang ngai,15.1167,108.8,26.03,78,49,1.07,VN,1682555256
440,glace bay,46.1969,-59.957,2.7,83,40,1.54,CA,1682555256
441,fagersta,60.0042,15.7932,1.36,87,87,3.87,SE,1682555257
442,rokupr,8.6717,-12.395,25.56,86,91,1.52,SL,1682555257
443,egilsstadir,65.2653,-14.3948,-6.05,86,75,0.0,IS,1682555257
444,chanute,37.6792,-95.4572,17.12,34,100,5.14,US,1682555099
445,vernal,40.4555,-109.5287,17.03,29,75,0.89,US,1682555257
446,kigoma,-4.8769,29.6267,22.5,83,100,1.52,TZ,1682555258
447,hell-ville,-13.4,48.2667,25.43,87,42,3.11,MG,1682555258
448,muroto-misakicho,33.2833,134.15,15.54,58,0,0.78,JP,1682555258
449,lethem,3.3803,-59.7968,22.52,93,100,2.96,GY,1682555258
450,morazan,15.3167,-87.6,27.87,65,42,2.03,HN,1682555259
451,lilongwe,-13.9669,33.7873,14.82,91,53,0.93,MW,1682555259
452,tidjikja,18.5564,-11.4271,30.58,10,0,4.4,MR,1682555259
453,lock haven,41.137,-77.4469,11.11,78,51,0.6,US,1682555259
454,kulhudhuffushi,6.6221,73.07,28.65,75,51,3.16,MV,1682555259
455,kismayo,-0.3582,42.5454,27.06,81,100,4.1,SO,1682555260
456,demre,36.2537,29.9777,15.09,80,97,0.3,TR,1682555260
457,sidney,-33.8679,151.2073,23.61,62,20,6.17,AU,1682555100
458,ende,-8.8432,121.6623,27.91,81,100,0.97,ID,1682555261
459,sirjan,29.452,55.6814,16.22,47,100,0.93,IR,1682555261
460,san antonio de pale,-1.4014,5.6325,28.17,77,98,3.62,GQ,1682555261
461,colonia,50.9333,6.95,6.81,72,0,1.03,DE,1682555200
462,mejit,10.2753,170.8646,27.02,82,76,8.56,MH,1682555261
463,yerkoy,39.6381,34.4672,11.85,67,99,2.66,TR,1682555261
464,dolinsk,47.35,142.8,6.65,45,16,6.71,RU,1682555262
465,thinadhoo,0.5333,72.9333,28.81,71,83,2.45,MV,1682555262
466,nyaunglebin,17.95,96.7333,27.43,70,0,2.98,MM,1682555262
467,amfissa,38.525,22.3731,13.62,69,30,3.14,GR,1682555262
468,necochea,-38.5473,-58.7368,14.71,89,0,4.97,AR,1682555262
469,xining,36.6167,101.7667,8.28,46,100,4.37,CN,1682555263
470,neryungri,56.6709,124.6491,-3.42,70,52,0.62,RU,1682555263
471,enewetak,11.3474,162.3373,27.04,81,79,9.84,MH,1682555263
472,yarmouth,41.7057,-70.2286,8.03,85,40,2.57,US,1682555257
473,minas de marcona,-15.2119,-75.1103,17.57,81,34,5.11,PE,1682555264
474,muslyumovo,55.3033,53.1947,11.27,83,88,5.93,RU,1682555264
475,chibougamau,49.9168,-74.3659,1.79,93,75,1.03,CA,1682555264
476,solleftea,63.1667,17.2667,2.01,100,100,1.68,SE,1682555265
477,simpang,-1.2667,104.0833,24.53,96,100,0.77,ID,1682554753
478,brasileia,-11.0161,-68.7481,23.86,93,17,0.98,BR,1682555265
479,port isabel,26.0734,-97.2086,28.05,79,0,7.2,US,1682555265
480,amurzet,47.6967,131.0981,7.05,58,100,1.4,RU,1682555266
481,arar,30.9753,41.0381,19.01,15,0,0.0,SA,1682555266
482,douglas,41.3,-96.167,18.96,44,75,3.6,US,1682555161
483,kyabe,9.4515,18.9449,26.07,66,93,3.17,TD,1682555267
484,leninskoye,41.7589,69.3864,14.09,41,3,2.32,KZ,1682555267
485,velikiye luki,56.34,30.5452,9.86,83,62,1.87,RU,1682555267
486,hpa-an,16.8906,97.6333,26.21,78,1,1.2,MM,1682555267
487,mountain home,43.133,-115.6912,20.71,24,0,6.69,US,1682555268
488,karkira,36.9292,6.5856,15.79,73,49,1.27,DZ,1682555268
489,desterro,-7.2906,-37.0939,21.31,91,93,3.15,BR,1682555268
490,staroyur'yevo,53.3161,40.7081,9.75,87,25,3.47,RU,1682555268
491,baley,51.6,116.6333,3.45,35,81,3.83,RU,1682555269
492,valparaiso,-33.0393,-71.6273,15.56,66,100,2.57,CL,1682554968
493,rizokarpaso,35.6,34.375,16.86,67,31,1.24,CY,1682555269
494,kamianske,48.5113,34.6021,11.44,82,98,3.08,UA,1682555269
495,canitas de felipe pescador,23.6,-102.7167,25.58,5,100,4.87,MX,1682555269
496,olyokminsk,60.3736,120.4264,1.57,70,98,1.56,RU,1682555270
497,vila velha,-20.3297,-40.2925,24.97,93,75,2.57,BR,1682555270
498,okoneshnikovo,54.8377,75.0834,13.68,48,100,3.82,RU,1682555271
499,mulino,56.2892,42.9201,10.79,93,100,4.73,RU,1682555272
500,la passe,45.5549,-0.8967,13.32,91,100,0.99,FR,1682555272
501,joshimath,30.5667,79.5667,8.93,58,93,3.14,IN,1682555272
502,togur,58.3631,82.8265,0.38,95,100,1.91,RU,1682555272
503,al bardiyah,31.7561,25.0865,18.58,54,21,3.95,LY,1682555273
504,malacacheta,-17.8422,-42.0767,17.95,84,2,0.97,BR,1682555273
505,brookings,44.3114,-96.7984,18.19,36,0,8.23,US,1682555273
506,cestos city,5.46,-9.5828,25.46,86,100,2.97,LR,1682555274
507,gillette,44.2911,-105.5022,16.17,35,0,4.63,US,1682555274
508,yung shue wan,22.2333,114.1167,23.09,77,100,1.34,HK,1682555274
509,sharkawshchyna,55.3713,27.4706,3.58,96,100,5.17,BY,1682555274
510,monchegorsk,67.9397,32.8739,-2.12,89,95,1.19,RU,1682555274
511,neya,58.2972,43.8681,9.39,97,100,2.17,RU,1682555274
512,riihimaki,60.7377,24.7773,5.31,93,98,2.78,FI,1682555275
513,namtsy,62.7161,129.6658,0.57,78,58,3.66,RU,1682555275
514,pecos,31.4229,-103.4932,28.47,11,0,6.69,US,1682555275
515,taoudenni,22.6783,-3.9836,30.07,11,0,4.53,ML,1682555275
516,tarko-sale,64.9225,77.785,-4.98,95,90,2.48,RU,1682555276
517,muli,2.9167,73.5667,28.51,74,100,1.8,MV,1682555277
518,turpan,42.9333,89.1667,16.93,18,3,1.29,CN,1682555277
519,al mindak,20.1588,41.2834,16.78,59,6,0.29,SA,1682555277
520,vallenar,-28.5708,-70.7581,17.53,71,0,1.47,CL,1682555141
521,hargeysa,9.56,44.065,22.5,68,48,4.05,SO,1682555278
522,kerikeri,-35.2268,173.9474,19.39,73,98,1.77,NZ,1682555278
523,sao jose da coroa grande,-8.8978,-35.1478,25.77,83,66,1.99,BR,1682555278
524,urucui,-7.2294,-44.5561,27.19,55,77,1.34,BR,1682555280
525,ceelbuur,4.685,46.6176,28.73,68,71,5.75,SO,1682555280
526,minab,27.1467,57.0801,25.04,72,95,0.64,IR,1682555280
527,anshun,26.25,105.9333,13.66,76,91,3.99,CN,1682555280
528,jalapa,19.5333,-96.9167,21.74,82,100,1.58,MX,1682555281
529,tlanchinol,20.9833,-98.65,21.5,77,90,1.48,MX,1682555281
530,shingu,33.7333,135.9833,16.64,45,0,1.35,JP,1682555005
531,asuncion nochixtlan,17.4667,-97.2333,23.85,31,98,2.72,MX,1682555282
532,jinchang,38.4953,102.1739,7.39,46,100,4.97,CN,1682555282
533,mar del plata,-38.0023,-57.5575,16.72,87,40,4.12,AR,1682555066
534,alaghsas,17.0187,8.0168,30.35,10,26,4.2,NE,1682555282
535,diamantino,-14.4086,-56.4461,23.74,85,35,0.87,BR,1682555283
536,camiri,-20.05,-63.5167,17.69,96,9,0.78,BO,1682555283
537,thayetmyo,19.3167,95.1833,28.26,57,0,2.91,MM,1682555283
538,garoua,9.3,13.4,29.52,41,56,1.89,CM,1682555283
539,akureyri,65.6835,-18.0878,-4.04,68,40,1.03,IS,1682555283
540,codrington,-38.2667,141.9667,16.72,81,99,7.52,AU,1682555284
541,ortega,3.9361,-75.2217,24.67,82,88,0.34,CO,1682555284
542,abu jibeha,11.4562,31.2285,29.19,44,7,2.2,SD,1682555284
543,puerto madero,14.7208,-92.4215,30.11,70,20,1.54,MX,1682555285
544,pires do rio,-17.2997,-48.2794,20.27,78,19,1.22,BR,1682555285
545,plastun,44.7561,136.2939,11.42,26,0,3.73,RU,1682555285
546,askoy,60.4092,5.226,3.31,94,75,1.54,NO,1682555285
547,peterhead,57.5058,-1.7981,3.22,78,60,2.04,GB,1682555286
548,palmer,42.1584,-72.3287,11.34,56,82,2.48,US,1682555286
549,thunder bay,48.4001,-89.3168,5.99,42,40,10.29,CA,1682555286
550,prince george,53.9166,-122.753,11.69,30,75,10.8,CA,1682555208
551,palm harbor,28.0781,-82.7637,27.16,76,0,0.89,US,1682555287
552,grand baie,-20.0182,57.5802,24.14,81,15,2.68,MU,1682555287
553,weno,7.4515,151.8468,28.34,77,99,5.32,FM,1682555288
554,grande prairie,55.1667,-118.8027,12.1,37,75,11.83,CA,1682554689
555,acapulco de juarez,16.8634,-99.8901,28.9,65,75,3.6,MX,1682555270
556,patterson,37.4716,-121.1297,31.59,31,12,2.96,US,1682555289
557,lucapa,-8.4192,20.7447,18.62,94,100,0.84,AO,1682555289
558,at taj,24.2049,23.2857,23.97,20,2,6.02,LY,1682555289
559,chamzinka,54.4019,45.7839,8.69,90,18,4.4,RU,1682555290
560,petrovsk-zabaykal'skiy,51.273,108.843,-4.32,89,100,4.08,RU,1682555290
561,yanchep,-31.55,115.6833,19.78,67,90,4.69,AU,1682555290
562,bom jardim,-7.7958,-35.5872,21.27,95,83,1.4,BR,1682555291
563,kyzyl-mazhalyk,51.1333,90.6,-1.49,61,61,0.78,RU,1682555291
564,port moresby,-9.4431,147.1797,30.68,70,40,1.54,PG,1682555291
565,la cruz,23.9167,-106.9,26.16,50,79,2.72,MX,1682555291
566,manga,11.6636,-1.0731,30.89,42,74,4.59,BF,1682555291
567,mamuju,-2.6748,118.8885,26.63,85,100,3.43,ID,1682555292
568,oltinko'l,40.8011,72.1634,16.92,33,27,2.55,UZ,1682555292
569,nuuk,64.1835,-51.7216,0.34,100,100,5.14,GL,1682555292
570,andergrove,-21.0833,149.1833,24.19,74,54,8.12,AU,1682555293
571,kuta,-8.7233,115.1723,27.97,83,75,4.12,ID,1682555293
572,olinda,-8.0089,-34.8553,26.85,78,40,1.54,BR,1682555293
573,biysk,52.5364,85.2072,5.18,90,95,2.48,RU,1682555293
574,morehead city,34.7229,-76.726,21.0,80,75,4.63,US,1682555293
575,genhe,50.7833,121.5167,4.9,39,2,2.59,CN,1682555294
576,bulungu,-4.55,18.6,21.15,99,100,0.47,CD,1682555294
577,arkhangel'sk,64.5401,40.5433,3.06,52,0,4.0,RU,1682555294
578,kegeyli shahar,42.7767,59.6078,19.05,17,49,5.37,UZ,1682555294
579,tual,-5.6667,132.75,28.53,76,84,3.86,ID,1682555294
580,polva,58.0603,27.0694,5.96,91,100,3.15,EE,1682555295
581,nenjiang,49.1833,125.2167,9.93,33,65,4.79,CN,1682555295
582,oroqen zizhiqi,50.5667,123.7167,5.91,32,23,2.82,CN,1682555295
583,taltal,-25.4,-70.4833,18.06,82,38,1.03,CL,1682555295
